FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths,Confirmed,Population,Land_area,Population Density
31113,Logan County,NE,27.1,573.0,0,20,716,570.66,1.2546875547611538
48289,Leon County,TX,45.3,13514.0,18,951,15719,1073.15,14.64753296370498
30077,Powell County,MT,51.8,5888.0,4,516,6946,2326.39,2.985741857556128
19011,Benton County,IA,69.7,19698.0,17,1837,25575,716.27,35.70580926187053
31045,Dawes County,NE,43.9,7092.0,-1,247,8199,1396.46,5.871274508399811
27129,Renville County,MN,66.6,11162.0,6,1130,14723,982.91,14.97899095542827
17147,Piatt County,IL,71.4,12738.0,7,1970,16673,439.2,37.962204007285976
12101,Pasco County,FL,68.6,441832.0,1154,53590,561891,746.89,752.3075687182852
12009,Brevard County,FL,74.6,492787.0,1254,64572,606612,1015.66,597.2589252308844
42075,Lebanon County,PA,67.6,109639.0,128,11950,143257,361.83,395.92349998618135
48233,Hutchinson County,TX,45.7,15631.0,28,1571,20617,887.42,23.232516733902777
21161,Mason County,KY,62.3,13123.0,27,2327,17120,240.13,71.29471536251198
21185,Oldham County,KY,67.1,49858.0,34,8266,67607,187.22,361.1099241534024
55078,Menominee County,WI,95.0,3041.0,4,1016,4255,357.61,11.898436844607254
29011,Barton County,MO,42.1,9029.0,10,995,11637,591.92,19.65975131774564
46043,Douglas County,SD,69.0,2160.0,2,124,2835,431.8,6.565539601667439
40033,Cotton County,OK,61.0,4411.0,9,481,5527,632.65,8.73626807871651
21221,Trigg County,KY,57.6,11548.0,15,1760,14061,441.43,31.853294973155425
23013,Knox County,ME,93.7,32783.0,20,3776,40607,365.13,111.21244488264452
32027,Pershing County,NV,41.6,5635.0,2,1052,6650,6036.56,1.1016207906489788
54035,Jackson County,WV,62.4,22529.0,28,2965,27791,464.35,59.849251642080326
26111,Midland County,MI,69.3,65480.0,54,7300,83494,516.25,161.7317191283293
37019,Brunswick County,NC,74.6,121795.0,87,16284,136693,846.97,161.39060415363
13013,Barrow County,GA,49.8,61820.0,56,7053,83505,160.31,520.8970120391741
48021,Bastrop County,TX,71.7,66216.0,49,8274,97216,888.15,109.45898778359512
24031,Montgomery County,MD,95.0,808321.0,350,100595,1062061,491.25,2161.956234096692
13209,Montgomery County,GA,42.7,7342.0,8,591,8610,239.52,35.94689378757515
37183,Wake County,NC,86.5,849055.0,252,192592,1129410,835.22,1352.230550034721
35011,De Baca County,NM,63.5,1357.0,3,231,1698,2322.62,0.7310709457423082
31031,Cherry County,NE,43.5,4352.0,5,93,5455,5960.42,0.9152039621368964
12117,Seminole County,FL,70.5,373628.0,601,46287,470856,309.22,1522.721686824914
17149,Pike County,IL,51.4,12055.0,10,1773,14739,831.38,17.728355264740554
46117,Stanley County,SD,74.6,2316.0,5,148,2980,1444.43,2.0630975540524634
29089,Howard County,MO,52.5,7816.0,11,952,10151,463.85,21.88422981567317
19019,Buchanan County,IA,67.0,15684.0,16,1449,20565,571.02,36.01450036776295
42097,Northumberland County,PA,68.4,73081.0,78,7602,91647,458.37,199.9410956214412
19161,Sac County,IA,66.0,7509.0,8,692,9814,575.01,17.06752926036069
